"Country name,Year,Shock category,Shock type,count"
"Albania,2009,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Albania,2009,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Albania,2009,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Albania,2010,CLIMATIC,Flood,0.0018537243006403776"
"Albania,2010,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Albania,2010,TECHNOLOGICAL,Road,0.000988843813387424"
"Albania,2011,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Albania,2011,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Albania,2012,CLIMATIC,Extreme temperature,0.014508138711960368"
"Albania,2012,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Albania,2012,TECHNOLOGICAL,Road,0.000988843813387424"
"Albania,2013,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Albania,2013,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Algeria,1972,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Algeria,1973,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1974,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1976,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1976,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Algeria,1978,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Algeria,1979,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1979,CONFLICTS,Terrorist attack,8.444389854449425e-05"
"Algeria,1980,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1981,CLIMATIC,Drought,0.013002364066193853"
"Algeria,1981,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1982,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1982,TECHNOLOGICAL,Collapse (Miscellaneous),0.010007322431047109"
"Algeria,1982,TECHNOLOGICAL,Rail,0.005186844276788872"
"Algeria,1984,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1985,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1985,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1987,ECOLOGICAL,Infestation,0.04065040650406505"
"Algeria,1987,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1987,TECHNOLOGICAL,Road,0.000988843813387424"
"Algeria,1988,CLIMATIC,Storm,0.002355712603062426"
"Algeria,1988,ECOLOGICAL,Infestation,0.04065040650406505"
"Algeria,1988,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1988,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1989,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1989,TECHNOLOGICAL,Water,0.0020456019557950405"
"Algeria,1990,CONFLICTS,Terrorist attack,0.0001688877970889885"
"Algeria,1990,ECONOMIC,Banking Crises,0.027046783625730996"
"Algeria,1990,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1990,TECHNOLOGICAL,Miscellaneous accident (General),0.012170385395537527"
"Algeria,1991,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1991,CONFLICTS,Terrorist attack,0.0025333169563348276"
"Algeria,1991,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Algeria,1991,ECONOMIC,Banking Crises,0.027046783625730996"
"Algeria,1991,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1991,ECONOMIC,Debt Crises,0.04016064257028112"
"Algeria,1992,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1992,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1992,CONFLICTS,Terrorist attack,0.018155438187066265"
"Algeria,1992,ECONOMIC,Banking Crises,0.027046783625730996"
"Algeria,1992,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1992,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1992,TECHNOLOGICAL,Road,0.000988843813387424"
"Algeria,1993,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1993,CLIMATIC,Mass movement (wet),0.01284296555750146"
"Algeria,1993,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1993,CONFLICTS,Terrorist attack,0.026262052447337713"
"Algeria,1993,ECONOMIC,Banking Crises,0.027046783625730996"
"Algeria,1993,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1994,CLIMATIC,Flood,0.003707448601280755"
"Algeria,1994,CLIMATIC,Wildfire,0.02"
"Algeria,1994,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1994,CONFLICTS,Terrorist attack,0.019168764969600197"
"Algeria,1994,ECONOMIC,Banking Crises,0.027046783625730996"
"Algeria,1994,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1994,ECONOMIC,Debt Crises,0.04016064257028112"
"Algeria,1994,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1994,TECHNOLOGICAL,Rail,0.005186844276788872"
"Algeria,1995,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1995,CONFLICTS,Terrorist attack,0.015622121230731438"
"Algeria,1995,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1995,TECHNOLOGICAL,Collapse (Miscellaneous),0.010007322431047109"
"Algeria,1996,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1996,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1996,CONFLICTS,Terrorist attack,0.01089326291223976"
"Algeria,1996,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Algeria,1996,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1996,TECHNOLOGICAL,Rail,0.005186844276788872"
"Algeria,1997,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1997,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1997,CONFLICTS,Terrorist attack,0.029048701099306025"
"Algeria,1997,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1998,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1998,CONFLICTS,Terrorist attack,0.012751028680218632"
"Algeria,1998,ECONOMIC,Currency Crises,0.0060307017543859654"
"Algeria,1999,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,1999,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,1999,CONFLICTS,Terrorist attack,0.008951053245716392"
"Algeria,1999,GEOPHYSICAL,Earthquake,0.011827956989247311"
"Algeria,1999,TECHNOLOGICAL,Road,0.000988843813387424"
"Algeria,2000,CLIMATIC,Flood,0.00741489720256151"
"Algeria,2000,CLIMATIC,Storm,0.002355712603062426"
"Algeria,2000,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,2000,CONFLICTS,Terrorist attack,0.011653257999140208"
"Algeria,2000,TECHNOLOGICAL,Road,0.000988843813387424"
"Algeria,2001,CLIMATIC,Flood,0.0018537243006403776"
"Algeria,2001,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,2001,CONFLICTS,Terrorist attack,0.00954216053552785"
"Algeria,2002,CLIMATIC,Flood,0.005561172901921132"
"Algeria,2002,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,2002,CONFLICTS,Terrorist attack,0.011146594607873242"
"Algeria,2002,TECHNOLOGICAL,Explosion (Miscellaneous),0.011049723756906079"
"Algeria,2002,TECHNOLOGICAL,Fire (Miscellaneous),0.00461361014994233"
"Algeria,2002,TECHNOLOGICAL,Road,0.001977687626774848"
"Algeria,2002,TECHNOLOGICAL,Water,0.004091203911590081"
"Algeria,2003,CLIMATIC,Extreme temperature,0.014508138711960368"
"Algeria,2003,CLIMATIC,Flood,0.005561172901921132"
"Algeria,2003,CLIMATIC,Storm,0.002355712603062426"
"Algeria,2003,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,2003,CONFLICTS,Terrorist attack,0.006333292390837069"
"Algeria,2003,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Algeria,2003,GEOPHYSICAL,Earthquake,0.023655913978494623"
"Algeria,2003,TECHNOLOGICAL,Air,0.00654421060459582"
"Algeria,2003,TECHNOLOGICAL,Road,0.0029665314401622718"
"Algeria,2004,CLIMATIC,Flood,0.003707448601280755"
"Algeria,2004,CONFLICTS,Intrastate conflict,0.0038705137227304713"
"Algeria,2004,CONFLICTS,Terrorist attack,0.005657741202481115"
"Algeria,2004,ECOLOGICAL,Infectious disease,0.005054066760695816"
"Algeria,2004,GEOPHYSICAL,Earthquake,0.023655913978494623"
"Algeria,2004,TECHNOLOGICAL,Explosion (Industrial),0.00401899890390939"
"Algeria,2004,TECHNOLOGICAL,Explosion (Miscellaneous),0.011049723756906079"
"Algeria,2004,TECHNOLOGICAL,Road,0.0029665314401622718"
"Algeria,2005,CLIMATIC,Flood,0.003707448601280755"
"Algeria,2005,CLIMATIC,Storm,0.002355712603062426"
